"latin","GridReference","StartDate","Year","GRIDREF_1KM_PREC"
"bombus terrestris","NO906928",2012-04-22,2012,"NO9092"
"bombus lucorum sensu lato","NO906928",2012-04-22,2012,"NO9092"
"bombus terrestris","NO906928",2012-04-22,2012,"NO9092"
"bombus terrestris","TM272486",2012-05-05,2012,"TM2748"
"bombus lapidarius","TM272486",2012-05-05,2012,"TM2748"
"bombus lucorum sensu lato","TM272486",2012-05-05,2012,"TM2748"
"bombus pascuorum","TM272486",2012-05-05,2012,"TM2748"
"bombus pascuorum","TM272486",2012-05-05,2012,"TM2748"
"bombus pratorum","TM272486",2012-05-05,2012,"TM2748"
"bombus lucorum sensu lato","TM272486",2012-05-05,2012,"TM2748"
"bombus pascuorum","TM272486",2012-05-05,2012,"TM2748"
"bombus pratorum","TM272486",2012-05-05,2012,"TM2748"
"bombus lucorum sensu lato","TM272486",2012-05-05,2012,"TM2748"
"bombus pascuorum","TM272486",2012-05-05,2012,"TM2748"
"bombus lapidarius","TM272486",2012-06-10,2012,"TM2748"
"bombus lapidarius","TM272486",2012-06-10,2012,"TM2748"
"bombus terrestris","TM272486",2012-06-10,2012,"TM2748"
"bombus terrestris","TM272486",2012-06-10,2012,"TM2748"
"bombus hortorum","TM272486",2012-06-10,2012,"TM2748"
"bombus hortorum","TM272486",2012-06-10,2012,"TM2748"
"bombus vestalis","TM272486",2012-06-10,2012,"TM2748"
"bombus pascuorum","TM272486",2012-06-10,2012,"TM2748"
"bombus pascuorum","TM272486",2012-06-10,2012,"TM2748"
"bombus lapidarius","TM272486",2012-06-10,2012,"TM2748"
"bombus pratorum","TM272486",2012-06-10,2012,"TM2748"
"bombus terrestris","TM272486",2012-06-10,2012,"TM2748"
"bombus hortorum","TM272486",2012-06-10,2012,"TM2748"
"bombus pascuorum","TM272486",2012-06-10,2012,"TM2748"
"bombus hypnorum","TM272486",2012-06-10,2012,"TM2748"
"bombus pratorum","TM272486",2012-06-10,2012,"TM2748"
"bombus pratorum","TM272486",2012-06-10,2012,"TM2748"
"bombus terrestris","TM272486",2012-06-10,2012,"TM2748"
"bombus hortorum","TM272486",2012-06-10,2012,"TM2748"
"bombus pascuorum","TM272486",2012-06-10,2012,"TM2748"
"bombus hypnorum","TM272486",2012-06-10,2012,"TM2748"
"bombus lapidarius","TM272486",2012-07-01,2012,"TM2748"
"bombus terrestris","TM272486",2012-07-01,2012,"TM2748"
"bombus lucorum sensu lato","TM272486",2012-07-01,2012,"TM2748"
"bombus hortorum","TM272486",2012-07-01,2012,"TM2748"
"bombus pascuorum","TM272486",2012-07-01,2012,"TM2748"
"bombus terrestris","TM272486",2012-07-01,2012,"TM2748"
"bombus pascuorum","TM272486",2012-07-01,2012,"TM2748"
"bombus terrestris","TM272486",2012-07-01,2012,"TM2748"
"bombus lucorum sensu lato","TM272486",2012-07-01,2012,"TM2748"
"bombus lapidarius","TM272486",2012-07-01,2012,"TM2748"
"bombus terrestris","TM272486",2012-07-01,2012,"TM2748"
"bombus terrestris","TM272486",2012-07-01,2012,"TM2748"
"bombus lucorum sensu lato","TM272486",2012-07-01,2012,"TM2748"
"bombus hortorum","TM272486",2012-07-01,2012,"TM2748"
"bombus pascuorum","TM272486",2012-07-01,2012,"TM2748"
"bombus pascuorum","TM272486",2012-07-01,2012,"TM2748"
"bombus hypnorum","TM272486",2012-07-01,2012,"TM2748"
"bombus terrestris","TQ704065",2012-06-14,2012,"TQ7006"
"bombus pratorum","TQ704065",2012-06-14,2012,"TQ7006"
"bombus pascuorum","TQ704065",2012-06-14,2012,"TQ7006"
"bombus pascuorum","TQ704065",2012-06-14,2012,"TQ7006"
"bombus lucorum sensu lato","TQ704065",2012-06-14,2012,"TQ7006"
"bombus lucorum sensu lato","TQ704065",2012-06-14,2012,"TQ7006"
"bombus hypnorum","TQ704065",2012-06-14,2012,"TQ7006"
"bombus lapidarius","TQ704065",2012-06-14,2012,"TQ7006"
"bombus lucorum sensu lato","TQ704065",2012-06-14,2012,"TQ7006"
"bombus lucorum sensu lato","TQ704065",2012-06-14,2012,"TQ7006"
"bombus hypnorum","TQ704065",2012-06-14,2012,"TQ7006"
"bombus lapidarius","TQ704065",2012-07-23,2012,"TQ7006"
"bombus pascuorum","TQ704065",2012-07-23,2012,"TQ7006"
"bombus terrestris","TQ704065",2012-07-23,2012,"TQ7006"
"bombus pascuorum","TQ704065",2012-07-23,2012,"TQ7006"
"bombus terrestris","TQ704065",2012-07-23,2012,"TQ7006"
"bombus lapidarius","TQ704065",2012-07-23,2012,"TQ7006"
"bombus terrestris","NS322306",2012-04-20,2012,"NS3230"
"bombus pascuorum","NS322306",2012-04-21,2012,"NS3230"
"bombus pascuorum","NS322306",2012-06-01,2012,"NS3230"
"bombus pascuorum","NS322306",2012-06-01,2012,"NS3230"
"bombus pascuorum","NS322306",2012-06-01,2012,"NS3230"
"bombus terrestris","NS322306",2012-06-01,2012,"NS3230"
"bombus terrestris","NS322306",2012-06-25,2012,"NS3230"
"bombus pascuorum","NS322306",2012-06-25,2012,"NS3230"
"bombus terrestris","NS322306",2012-06-25,2012,"NS3230"
"bombus pratorum","NS322306",2012-06-25,2012,"NS3230"
"bombus pascuorum","NS322306",2012-06-25,2012,"NS3230"
"bombus terrestris","NS322306",2012-06-25,2012,"NS3230"
"bombus terrestris","SN637568",2012-04-25,2012,"SN6356"
"bombus lucorum sensu lato","SN637568",2012-04-25,2012,"SN6356"
"bombus terrestris","SN637568",2012-04-25,2012,"SN6356"
"bombus hortorum","SN637568",2012-04-25,2012,"SN6356"
"bombus lucorum sensu lato","SN637568",2012-04-25,2012,"SN6356"
"bombus lucorum sensu lato","SN637568",2012-04-25,2012,"SN6356"
"bombus hortorum","SN637568",2012-04-25,2012,"SN6356"
"bombus pascuorum","SN637568",2012-04-25,2012,"SN6356"
"bombus lucorum sensu lato","SN637568",2012-04-25,2012,"SN6356"
"bombus pascuorum","SN637568",2012-04-25,2012,"SN6356"
"bombus pascuorum","SN637568",2012-04-25,2012,"SN6356"
"bombus lucorum sensu lato","SN637568",2012-04-25,2012,"SN6356"
"bombus lucorum sensu lato","SN637568",2012-04-25,2012,"SN6356"
"bombus lucorum sensu lato","SN637568",2012-04-25,2012,"SN6356"
"bombus lucorum sensu lato","SN637568",2012-04-25,2012,"SN6356"
"bombus terrestris","SN637568",2012-04-25,2012,"SN6356"
"bombus lucorum sensu lato","SN637568",2012-04-25,2012,"SN6356"
"bombus terrestris","NS195819",2012-03-24,2012,"NS1981"
"bombus pascuorum","NS195819",2012-03-24,2012,"NS1981"
"bombus pascuorum","NS195819",2012-03-24,2012,"NS1981"
"bombus terrestris","NS195819",2012-03-24,2012,"NS1981"
"bombus pascuorum","NS195819",2012-03-24,2012,"NS1981"
"bombus pascuorum","NS195819",2012-03-24,2012,"NS1981"
"bombus terrestris","SE092200",2012-05-23,2012,"SE0920"
"bombus terrestris","SE092200",2012-05-23,2012,"SE0920"
"bombus lucorum sensu lato","SE092200",2012-03-28,2012,"SE0920"
"bombus lucorum sensu lato","SE092200",2012-03-28,2012,"SE0920"
"bombus lapidarius","SP229646",2012-03-26,2012,"SP2264"
"bombus hortorum","SP229646",2012-03-26,2012,"SP2264"
"bombus lucorum sensu lato","SP229646",2012-03-26,2012,"SP2264"
"bombus terrestris","SP229646",2012-03-26,2012,"SP2264"
"bombus lapidarius","SP229646",2012-03-26,2012,"SP2264"
"bombus lucorum sensu lato","SP229646",2012-03-26,2012,"SP2264"
"bombus terrestris","SP229646",2012-03-26,2012,"SP2264"
"bombus lapidarius","SP229646",2012-03-26,2012,"SP2264"
"bombus lucorum sensu lato","SP229646",2012-03-26,2012,"SP2264"
"bombus terrestris","SP229646",2012-03-26,2012,"SP2264"
"bombus lapidarius","SP229646",2012-03-26,2012,"SP2264"
"bombus lucorum sensu lato","SP229646",2012-03-26,2012,"SP2264"
"bombus lucorum sensu lato","SP229646",2012-03-26,2012,"SP2264"
"bombus terrestris","SP229646",2012-04-30,2012,"SP2264"
"bombus lapidarius","SP229646",2012-04-30,2012,"SP2264"
"bombus terrestris","SP229646",2012-04-30,2012,"SP2264"
"bombus lapidarius","SP229646",2012-04-30,2012,"SP2264"
"bombus terrestris","SP229646",2012-05-31,2012,"SP2264"
"bombus pratorum","SP229646",2012-05-31,2012,"SP2264"
"bombus pascuorum","SP229646",2012-05-31,2012,"SP2264"
"bombus hypnorum","SP229646",2012-05-31,2012,"SP2264"
"bombus terrestris","SP229646",2012-05-31,2012,"SP2264"
"bombus pratorum","SP229646",2012-05-31,2012,"SP2264"
"bombus terrestris","SP229646",2012-05-31,2012,"SP2264"
"bombus pascuorum","SP229646",2012-05-31,2012,"SP2264"
"bombus lucorum sensu lato","SP229646",2012-07-24,2012,"SP2264"
"bombus terrestris","SP229646",2012-07-24,2012,"SP2264"
"bombus terrestris","SP229646",2012-07-24,2012,"SP2264"
"bombus lapidarius","SP229646",2012-07-24,2012,"SP2264"
"bombus lucorum sensu lato","SP229646",2012-07-24,2012,"SP2264"
"bombus lucorum sensu lato","SP229646",2012-07-24,2012,"SP2264"
"bombus terrestris","SP229646",2012-07-24,2012,"SP2264"
"bombus terrestris","SP229646",2012-07-24,2012,"SP2264"
"bombus lapidarius","SP229646",2012-07-24,2012,"SP2264"
"bombus terrestris","SP229646",2012-07-24,2012,"SP2264"
"bombus terrestris","SP229646",2012-07-24,2012,"SP2264"
"bombus terrestris","SP229646",2012-07-24,2012,"SP2264"
"bombus terrestris","SJ260312",2012-03-20,2012,"SJ2631"
"apis mellifera","SJ260312",2012-03-20,2012,"SJ2631"
"bombus lucorum sensu lato","SJ260312",2012-03-20,2012,"SJ2631"
"apis mellifera","SJ260312",2012-03-20,2012,"SJ2631"
"bombus lucorum sensu lato","SJ260312",2012-04-24,2012,"SJ2631"
"bombus terrestris","SJ260312",2012-04-24,2012,"SJ2631"
"bombus terrestris","SJ260312",2012-04-24,2012,"SJ2631"
"bombus terrestris","SJ260312",2012-04-24,2012,"SJ2631"
"bombus pratorum","SJ260312",2012-04-24,2012,"SJ2631"
"bombus pascuorum","SJ260312",2012-04-24,2012,"SJ2631"
"bombus pascuorum","SJ260312",2012-04-24,2012,"SJ2631"
"bombus pascuorum","SJ260312",2012-04-24,2012,"SJ2631"
"bombus terrestris","SJ260312",2012-04-24,2012,"SJ2631"
"bombus pratorum","SJ260312",2012-04-24,2012,"SJ2631"
"bombus pascuorum","SJ260312",2012-04-24,2012,"SJ2631"
"bombus terrestris","SJ260312",2012-04-24,2012,"SJ2631"
"bombus pratorum","SJ260312",2012-04-24,2012,"SJ2631"
"bombus terrestris","SJ260312",2012-04-24,2012,"SJ2631"
"bombus terrestris","SJ260312",2012-05-25,2012,"SJ2631"
"bombus pascuorum","SJ260312",2012-05-25,2012,"SJ2631"
"bombus terrestris","SJ260312",2012-06-26,2012,"SJ2631"
"bombus lapidarius","SJ260312",2012-06-26,2012,"SJ2631"
"bombus pascuorum","SJ260312",2012-06-26,2012,"SJ2631"
"bombus lucorum sensu lato","SJ260312",2012-06-26,2012,"SJ2631"
"bombus terrestris","SJ260312",2012-06-26,2012,"SJ2631"
"bombus terrestris","SJ260312",2012-06-26,2012,"SJ2631"
"bombus lapidarius","SJ260312",2012-06-26,2012,"SJ2631"
"bombus pratorum","SJ260312",2012-06-26,2012,"SJ2631"
"bombus hypnorum","SJ260312",2012-06-26,2012,"SJ2631"
"bombus sylvestris","SJ260312",2012-06-26,2012,"SJ2631"
"bombus lucorum sensu lato","SZ318924",2012-05-28,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-05-28,2012,"SZ3192"
"bombus lapidarius","SZ318924",2012-05-28,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-05-28,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-06-25,2012,"SZ3192"
"bombus terrestris","SZ318924",2012-06-25,2012,"SZ3192"
"bombus terrestris","SZ318924",2012-06-25,2012,"SZ3192"
"bombus terrestris","SZ318924",2012-06-25,2012,"SZ3192"
"bombus lapidarius","SZ318924",2012-06-25,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-06-25,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-06-25,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-06-25,2012,"SZ3192"
"bombus terrestris","SZ318924",2012-06-25,2012,"SZ3192"
"bombus terrestris","SZ318924",2012-06-25,2012,"SZ3192"
"bombus lapidarius","SZ318924",2012-06-25,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-06-25,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-06-25,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-06-25,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-06-25,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-06-25,2012,"SZ3192"
"bombus pascuorum","TQ282861",2011-09-23,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-09-23,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-09-23,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-09-23,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-09-23,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-09-23,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-09-23,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-09-23,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-09-23,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-09-23,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-09-23,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-09-23,2011,"TQ2886"
"apis mellifera","TQ282861",2011-09-23,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-09-23,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-09-23,2011,"TQ2886"
"bombus pascuorum","SJ260312",2012-07-25,2012,"SJ2631"
"bombus pascuorum","SJ260312",2012-07-25,2012,"SJ2631"
"bombus lucorum sensu lato","SJ260312",2012-07-25,2012,"SJ2631"
"bombus terrestris","SJ260312",2012-07-25,2012,"SJ2631"
"bombus pascuorum","SJ260312",2012-07-25,2012,"SJ2631"
"bombus pascuorum","SJ260312",2012-07-25,2012,"SJ2631"
"bombus terrestris","SJ260312",2012-07-25,2012,"SJ2631"
"bombus terrestris","NS322306",2012-07-31,2012,"NS3230"
"bombus terrestris","NS322306",2012-07-31,2012,"NS3230"
"bombus terrestris","NS322306",2012-07-31,2012,"NS3230"
"bombus pascuorum","NS322306",2012-07-31,2012,"NS3230"
"bombus lapidarius","SZ318924",2012-07-23,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-07-23,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-07-23,2012,"SZ3192"
"bombus terrestris","SZ318924",2012-07-23,2012,"SZ3192"
"bombus terrestris","SZ318924",2012-07-23,2012,"SZ3192"
"bombus lapidarius","SZ318924",2012-07-23,2012,"SZ3192"
"bombus lapidarius","SZ318924",2012-07-23,2012,"SZ3192"
"bombus lapidarius","SZ318924",2012-07-23,2012,"SZ3192"
"bombus lapidarius","SZ318924",2012-07-23,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-07-23,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-07-23,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-07-23,2012,"SZ3192"
"bombus terrestris","SZ318924",2012-07-23,2012,"SZ3192"
"bombus terrestris","SZ318924",2012-07-23,2012,"SZ3192"
"bombus terrestris","SZ318924",2012-07-23,2012,"SZ3192"
"bombus terrestris","SZ318924",2012-07-23,2012,"SZ3192"
"bombus lapidarius","SZ318924",2012-07-23,2012,"SZ3192"
"bombus lapidarius","SZ318924",2012-07-23,2012,"SZ3192"
"bombus lapidarius","SZ318924",2012-07-23,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-07-23,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-07-23,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-07-23,2012,"SZ3192"
"bombus terrestris","ST901330",2012-03-26,2012,"ST9033"
"bombus terrestris","ST901330",2012-03-26,2012,"ST9033"
"bombus terrestris","ST901330",2012-03-26,2012,"ST9033"
"bombus terrestris","ST901330",2012-05-21,2012,"ST9033"
"bombus terrestris","ST901330",2012-05-21,2012,"ST9033"
"bombus terrestris","ST901330",2012-05-21,2012,"ST9033"
"bombus lapidarius","ST901330",2012-06-28,2012,"ST9033"
"bombus lapidarius","ST901330",2012-06-28,2012,"ST9033"
"bombus lapidarius","ST901330",2012-06-28,2012,"ST9033"
"bombus terrestris","ST901330",2012-07-26,2012,"ST9033"
"bombus lapidarius","ST901330",2012-08-28,2012,"ST9033"
"bombus terrestris","ST901330",2012-08-28,2012,"ST9033"
"bombus lapidarius","ST901330",2012-08-28,2012,"ST9033"
"bombus terrestris","SH163254",2012-05-25,2012,"SH1625"
"bombus terrestris","SH163254",2012-05-25,2012,"SH1625"
"bombus terrestris","SH163254",2012-05-25,2012,"SH1625"
"bombus terrestris","SH163254",2012-05-25,2012,"SH1625"
"bombus pascuorum","SH163254",2012-05-25,2012,"SH1625"
"bombus terrestris","SH163254",2012-05-25,2012,"SH1625"
"bombus terrestris","SH163254",2012-05-25,2012,"SH1625"
"bombus terrestris","SH163254",2012-05-25,2012,"SH1625"
"bombus terrestris","SH163254",2012-05-25,2012,"SH1625"
"bombus lapidarius","SH163254",2012-05-25,2012,"SH1625"
"bombus pascuorum","SH163254",2012-05-25,2012,"SH1625"
"bombus pascuorum","SH163254",2012-05-25,2012,"SH1625"
"bombus pascuorum","SH163254",2012-05-25,2012,"SH1625"
"bombus terrestris","SH163254",2012-07-15,2012,"SH1625"
"apis mellifera","SH163254",2012-07-15,2012,"SH1625"
"bombus terrestris","SH163254",2012-07-15,2012,"SH1625"
"bombus terrestris","SH163254",2012-07-15,2012,"SH1625"
"apis mellifera","SH163254",2012-07-15,2012,"SH1625"
"bombus terrestris","SH163254",2012-07-15,2012,"SH1625"
"bombus terrestris","SH163254",2012-07-15,2012,"SH1625"
"bombus terrestris","SH163254",2012-07-15,2012,"SH1625"
"bombus terrestris","SH163254",2012-08-26,2012,"SH1625"
"bombus terrestris","SH163254",2012-08-26,2012,"SH1625"
"bombus lapidarius","SH163254",2012-08-26,2012,"SH1625"
"bombus terrestris","SH163254",2012-08-26,2012,"SH1625"
"bombus terrestris","SH163254",2012-08-26,2012,"SH1625"
"bombus pascuorum","SH163254",2012-08-26,2012,"SH1625"
"bombus pascuorum","SH163254",2012-08-26,2012,"SH1625"
"bombus lapidarius","SN058284",2012-03-31,2012,"SN0528"
"bombus lucorum sensu lato","SN058284",2012-03-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-03-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-03-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-03-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-03-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-03-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-03-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-03-31,2012,"SN0528"
"bombus pratorum","SN058284",2012-03-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-03-31,2012,"SN0528"
"bombus pascuorum","SN058284",2012-03-31,2012,"SN0528"
"bombus lucorum sensu lato","SN058284",2012-03-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-04-29,2012,"SN0528"
"bombus terrestris","SN058284",2012-04-29,2012,"SN0528"
"bombus terrestris","SN058284",2012-04-29,2012,"SN0528"
"bombus hortorum","SN058284",2012-05-13,2012,"SN0528"
"bombus pascuorum","SN058284",2012-05-13,2012,"SN0528"
"apis mellifera","SN058284",2012-05-13,2012,"SN0528"
"bombus pratorum","SN058284",2012-06-30,2012,"SN0528"
"bombus pascuorum","SN058284",2012-06-30,2012,"SN0528"
"bombus terrestris","SN058284",2012-06-30,2012,"SN0528"
"bombus terrestris","SN058284",2012-06-30,2012,"SN0528"
"bombus lucorum sensu lato","SN058284",2012-06-30,2012,"SN0528"
"bombus terrestris","SN058284",2012-06-30,2012,"SN0528"
"bombus lucorum sensu lato","SN058284",2012-06-30,2012,"SN0528"
"bombus terrestris","SN058284",2012-06-30,2012,"SN0528"
"bombus pascuorum","SN058284",2012-06-30,2012,"SN0528"
"bombus pascuorum","SN058284",2012-07-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-07-31,2012,"SN0528"
"bombus pascuorum","SN058284",2012-07-31,2012,"SN0528"
"bombus pascuorum","SN058284",2012-07-31,2012,"SN0528"
"bombus pascuorum","SN058284",2012-07-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-07-31,2012,"SN0528"
"bombus lucorum sensu lato","SN058284",2012-07-31,2012,"SN0528"
"bombus lucorum sensu lato","SN058284",2012-07-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-07-31,2012,"SN0528"
"bombus lucorum sensu lato","SN058284",2012-07-31,2012,"SN0528"
"bombus lucorum sensu lato","SN058284",2012-07-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-07-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-07-31,2012,"SN0528"
"bombus pascuorum","SN058284",2012-07-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-07-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-07-31,2012,"SN0528"
"bombus terrestris","SN058284",2012-08-26,2012,"SN0528"
"bombus terrestris","SN058284",2012-08-26,2012,"SN0528"
"bombus terrestris","SN058284",2012-08-26,2012,"SN0528"
"bombus lapidarius","SN058284",2012-08-26,2012,"SN0528"
"bombus lucorum sensu lato","SN058284",2012-08-26,2012,"SN0528"
"bombus lucorum sensu lato","SN058284",2012-08-26,2012,"SN0528"
"bombus lucorum sensu lato","SN058284",2012-08-26,2012,"SN0528"
"bombus terrestris","SN058284",2012-08-26,2012,"SN0528"
"bombus terrestris","SN058284",2012-08-26,2012,"SN0528"
"bombus terrestris","SN058284",2012-08-26,2012,"SN0528"
"bombus pascuorum","SN058284",2012-08-26,2012,"SN0528"
"bombus lucorum sensu lato","SN058284",2012-08-26,2012,"SN0528"
"bombus pascuorum","SN058284",2012-08-26,2012,"SN0528"
"bombus lucorum sensu lato","SN058284",2012-08-26,2012,"SN0528"
"bombus lucorum sensu lato","SN058284",2012-08-26,2012,"SN0528"
"bombus terrestris","SN058284",2012-08-26,2012,"SN0528"
"bombus terrestris","SN058284",2012-08-26,2012,"SN0528"
"bombus pascuorum","SN058284",2012-08-26,2012,"SN0528"
"bombus pascuorum","SN058284",2012-08-26,2012,"SN0528"
"bombus lucorum sensu lato","SN058284",2012-08-26,2012,"SN0528"
"bombus lucorum sensu lato","SN058284",2012-08-26,2012,"SN0528"
"bombus terrestris","SN058284",2012-09-22,2012,"SN0528"
"bombus terrestris","SJ245835",2012-07-18,2012,"SJ2483"
"bombus lapidarius","SJ245835",2012-07-18,2012,"SJ2483"
"bombus pascuorum","SJ245835",2012-07-18,2012,"SJ2483"
"bombus pascuorum","SJ245835",2012-07-18,2012,"SJ2483"
"bombus lucorum sensu lato","SJ245835",2012-07-18,2012,"SJ2483"
"bombus lucorum sensu lato","SJ245835",2012-07-18,2012,"SJ2483"
"bombus lucorum sensu lato","SJ245835",2012-07-18,2012,"SJ2483"
"bombus terrestris","SJ245835",2012-07-18,2012,"SJ2483"
"bombus terrestris","SJ245835",2012-07-18,2012,"SJ2483"
"bombus lapidarius","SJ245835",2012-07-18,2012,"SJ2483"
"bombus lapidarius","SJ245835",2012-07-18,2012,"SJ2483"
